id,created_on,last_edit,name,skill_cat_id
330,"2024-10-16 14:12:52.445948","2024-10-16 14:12:52.445956","aws dynamodb",13
331,"2024-10-16 14:12:52.448636","2024-10-16 14:12:52.448644","plc제어",13
332,"2024-10-16 14:12:52.449547","2024-10-16 14:12:52.449556","프로그램 개발",13
333,"2024-10-16 14:12:52.450441","2024-10-16 14:12:52.450450","장비제작",13
334,"2024-10-16 14:12:52.454747","2024-10-16 14:12:52.454756",wifi,13
335,"2024-10-16 14:12:52.455644","2024-10-16 14:12:52.455652",BSP,13
336,"2024-10-16 14:12:52.457265","2024-10-16 14:12:52.457273",application,13
337,"2024-10-16 14:12:52.459650","2024-10-16 14:12:52.459658",RTSP,13
338,"2024-10-16 14:12:52.475488","2024-10-16 14:12:52.475497","불량분석",13
339,"2024-10-16 14:12:52.476405","2024-10-16 14:12:52.476413","embedded software",13
340,"2024-10-16 14:12:52.484366","2024-10-16 14:12:52.484374","서버개발",13
341,"2024-10-16 14:12:52.505217","2024-10-16 14:12:52.505226","HW개발",13
342,"2024-10-16 14:12:52.511661","2024-10-16 14:12:52.511669","배터리",13
343,"2024-10-16 14:12:52.512566","2024-10-16 14:12:52.512575","모터",13
344,"2024-10-16 14:12:52.518097","2024-10-16 14:12:52.518105","펌웨어",13
345,"2024-10-16 14:12:52.520949","2024-10-16 14:12:52.520958","비전",13
346,"2024-10-16 14:12:52.522604","2024-10-16 14:12:52.522613","제안서 작성",13
347,"2024-10-16 14:12:52.523499","2024-10-16 14:12:52.523508","시운전",13
348,"2024-10-16 14:12:52.526953","2024-10-16 14:12:52.526961","자동화",13
349,"2024-10-16 14:12:52.532597","2024-10-16 14:12:52.532606","보안정책",13
350,"2024-10-16 14:12:52.533495","2024-10-16 14:12:52.533504","모의해킹",13
351,"2024-10-16 14:12:52.535140","2024-10-16 14:12:52.535148","IT인프라",13
352,"2024-10-16 14:12:52.536050","2024-10-16 14:12:52.536059","취약점점검",13
353,"2024-10-16 14:12:52.539609","2024-10-16 14:12:52.539618",embedded,13
354,"2024-10-16 14:12:52.540500","2024-10-16 14:12:52.540509","블랙박스",13
355,"2024-10-16 14:12:52.544836","2024-10-16 14:12:52.544845",Artwork,13
356,"2024-10-16 14:12:52.548410","2024-10-16 14:12:52.548419","pcb artwork",13
357,"2024-10-16 14:12:52.550789","2024-10-16 14:12:52.550798","로봇제어",13
358,"2024-10-16 14:12:52.553634","2024-10-16 14:12:52.553643","고객서비스",13
359,"2024-10-16 14:12:52.554531","2024-10-16 14:12:52.554539","고객지원",13
360,"2024-10-16 14:12:52.555421","2024-10-16 14:12:52.555430","소프트웨어",13
361,"2024-10-16 14:12:52.557088","2024-10-16 14:12:52.557096","시스템관리",13
362,"2024-10-16 14:12:52.557983","2024-10-16 14:12:52.557991","장비설치",13
363,"2024-10-16 14:12:52.560660","2024-10-16 14:12:52.560669",PLC,13
364,"2024-10-16 14:12:52.562294","2024-10-16 14:12:52.562302","중국어",13
365,"2024-10-16 14:12:52.568090","2024-10-16 14:12:52.568099",SI,13
366,"2024-10-16 14:12:52.570433","2024-10-16 14:12:52.570442",openshift,13
367,"2024-10-16 14:12:52.571322","2024-10-16 14:12:52.571331",container,13
368,"2024-10-16 14:12:52.572210","2024-10-16 14:12:52.572218",WEB/WAS,13
369,"2024-10-16 14:12:52.579969","2024-10-16 14:12:52.579978",rdbms,13
370,"2024-10-16 14:12:52.581575","2024-10-16 14:12:52.581583",Postgres,13
371,"2024-10-16 14:12:52.583174","2024-10-16 14:12:52.583183","HTML CSS",13
372,"2024-10-16 14:12:52.593121","2024-10-16 14:12:52.593130",RF,13
373,"2024-10-16 14:12:52.604671","2024-10-16 14:12:52.604680",query,19
374,"2024-10-16 14:12:52.608308","2024-10-16 14:12:52.608317","하드웨어 설계",13
375,"2024-10-16 14:12:52.609225","2024-10-16 14:12:52.609234","기술연구소",13
376,"2024-10-16 14:12:52.625727","2024-10-16 14:12:52.625736","Computer Vision",13
377,"2024-10-16 14:12:52.640413","2024-10-16 14:12:52.640422",NET,13
378,"2024-10-16 14:12:52.644609","2024-10-16 14:12:52.644617",sq,13
379,"2024-10-16 14:12:52.648047","2024-10-16 14:12:52.648056","앱 개발",13
380,"2024-10-16 14:12:52.648951","2024-10-16 14:12:52.648959","Android 개발",13
381,"2024-10-16 14:12:52.660683","2024-10-16 14:12:52.660692","시스템설계",13
382,"2024-10-16 14:12:52.662303","2024-10-16 14:12:52.662311","백엔드 개발",13
383,"2024-10-16 14:12:52.663198","2024-10-16 14:12:52.663207","데이터베이스 설계",13
384,"2024-10-16 14:12:52.668215","2024-10-16 14:12:52.668223",MFC,13
385,"2024-10-16 14:12:52.675268","2024-10-16 14:12:52.675277",Php,13
386,"2024-10-16 14:12:52.676887","2024-10-16 14:12:52.676896",ajax,13
387,"2024-10-16 14:12:52.677780","2024-10-16 14:12:52.677788",oop,13
388,"2024-10-16 14:12:52.678661","2024-10-16 14:12:52.678669","MVC framework",13
389,"2024-10-16 14:12:52.682222","2024-10-16 14:12:52.682230",graphql,13
390,"2024-10-16 14:12:52.683845","2024-10-16 14:12:52.683854",MSA,13
391,"2024-10-16 14:12:52.684715","2024-10-16 14:12:52.684724",Nest.js,9
392,"2024-10-16 14:12:52.689023","2024-10-16 14:12:52.689031",automate,13
393,"2024-10-16 14:12:52.689920","2024-10-16 14:12:52.689928",LowCodeEngine,13
394,"2024-10-16 14:12:52.690815","2024-10-16 14:12:52.690824","Microsoft PowerApps",13
395,"2024-10-16 14:12:52.691688","2024-10-16 14:12:52.691697","Azure App Service",2
396,"2024-10-16 14:12:52.694381","2024-10-16 14:12:52.694390","포토샵",13
397,"2024-10-16 14:12:52.695284","2024-10-16 14:12:52.695293",AR,13
398,"2024-10-16 14:12:52.696190","2024-10-16 14:12:52.696198",VR,13
399,"2024-10-16 14:12:52.697090","2024-10-16 14:12:52.697098",photoshop,13
400,"2024-10-16 14:12:52.697977","2024-10-16 14:12:52.697985",unity3d,13
401,"2024-10-16 14:12:52.698872","2024-10-16 14:12:52.698881","Key animation",13
402,"2024-10-16 14:12:52.699778","2024-10-16 14:12:52.699787",Morph,13
403,"2024-10-16 14:12:52.703857","2024-10-16 14:12:52.703866","시스템엔지니어",13
404,"2024-10-16 14:12:52.704758","2024-10-16 14:12:52.704767",Network,13
405,"2024-10-16 14:12:52.705655","2024-10-16 14:12:52.705663",cisco,13
406,"2024-10-16 14:12:52.707314","2024-10-16 14:12:52.707322","시스템운영",13
407,"2024-10-16 14:12:52.708220","2024-10-16 14:12:52.708229","네트워크 관리",13
408,"2024-10-16 14:12:52.716513","2024-10-16 14:12:52.716521",sensor,13
409,"2024-10-16 14:12:52.720681","2024-10-16 14:12:52.720689",Xcode,13
410,"2024-10-16 14:12:52.722303","2024-10-16 14:12:52.722312",MVC,13
411,"2024-10-16 14:12:52.723193","2024-10-16 14:12:52.723201",autolayout,13
412,"2024-10-16 14:12:52.726114","2024-10-16 14:12:52.726123",combine,13
413,"2024-10-16 14:12:52.738079","2024-10-16 14:12:52.738087","소프트웨어 엔지니어",13
414,"2024-10-16 14:12:52.751189","2024-10-16 14:12:52.751198",Jest,13
415,"2024-10-16 14:12:52.752109","2024-10-16 14:12:52.752118",Cypress,13
416,"2024-10-16 14:12:52.753034","2024-10-16 14:12:52.753043",Playwright,13
417,"2024-10-16 14:12:52.757958","2024-10-16 14:12:52.757966",scm,13
418,"2024-10-16 14:12:52.763723","2024-10-16 14:12:52.763732","프론트엔드",13
419,"2024-10-16 14:12:52.765179","2024-10-16 14:12:52.765188","프론트엔드 개발",13
420,"2024-10-16 14:12:52.770079","2024-10-16 14:12:52.770088",MSSQL,6
421,"2024-10-16 14:12:52.807213","2024-10-16 14:12:52.807221",MariaDB,6
422,"2024-10-16 14:12:52.813383","2024-10-16 14:12:52.813391",NCP,13
423,"2024-10-16 14:12:52.814273","2024-10-16 14:12:52.814282","Tencent ",13
424,"2024-10-16 14:12:52.819129","2024-10-16 14:12:52.819137","백엔드",13
425,"2024-10-16 14:12:52.852100","2024-10-16 14:12:52.852109",ExpressJS,9
426,"2024-10-16 14:12:52.852973","2024-10-16 14:12:52.852982",Solidity,15
427,"2024-10-16 14:12:52.853869","2024-10-16 14:12:52.853877",Corda,13
428,"2024-10-16 14:12:52.869335","2024-10-16 14:12:52.869343",PI,13
429,"2024-10-16 14:12:52.881553","2024-10-16 14:12:52.881562",ROS,13
430,"2024-10-16 14:12:52.889389","2024-10-16 14:12:52.889398",mobx,13
431,"2024-10-16 14:12:52.896234","2024-10-16 14:12:52.896242","품질인증",13
432,"2024-10-16 14:12:52.897147","2024-10-16 14:12:52.897156","프로세스 개선",13
433,"2024-10-16 14:12:52.898827","2024-10-16 14:12:52.898836","데브옵스",13
434,"2024-10-16 14:12:52.900497","2024-10-16 14:12:52.900505",CICD,13
435,"2024-10-16 14:12:52.912328","2024-10-16 14:12:52.912337",architecture,13
436,"2024-10-16 14:12:52.919817","2024-10-16 14:12:52.919825",HMI,13
437,"2024-10-16 14:12:52.920731","2024-10-16 14:12:52.920740","자동화설비",13
438,"2024-10-16 14:12:52.926514","2024-10-16 14:12:52.926522",siemens,13
439,"2024-10-16 14:12:52.930738","2024-10-16 14:12:52.930747","인프라구축",13
440,"2024-10-16 14:12:52.935954","2024-10-16 14:12:52.935962","응용프로그램개발",13
441,"2024-10-16 14:12:52.940171","2024-10-16 14:12:52.940179",DB,13
442,"2024-10-16 14:12:52.943656","2024-10-16 14:12:52.943664",automotive,13
443,"2024-10-16 14:12:52.961286","2024-10-16 14:12:52.961294","전자회로설계",13
444,"2024-10-16 14:12:52.968763","2024-10-16 14:12:52.968771","성능테스트",13
445,"2024-10-16 14:12:52.969663","2024-10-16 14:12:52.969672","sap bc",13
446,"2024-10-16 14:12:52.972083","2024-10-16 14:12:52.972091","표준화",13
447,"2024-10-16 14:12:52.972982","2024-10-16 14:12:52.972990","성능개선",13
448,"2024-10-16 14:12:52.974639","2024-10-16 14:12:52.974647",HANA,13
449,"2024-10-16 14:12:52.984401","2024-10-16 14:12:52.984410",ISO26262,13
450,"2024-10-16 14:12:52.985291","2024-10-16 14:12:52.985300",ASPICE,13
451,"2024-10-16 14:12:52.991106","2024-10-16 14:12:52.991114","Visual studio",13
452,"2024-10-16 14:12:52.993804","2024-10-16 14:12:52.993813","기술개발",13
453,"2024-10-16 14:12:52.994715","2024-10-16 14:12:52.994724","광학설계",13
454,"2024-10-16 14:12:52.995630","2024-10-16 14:12:52.995638","검사장비",13
455,"2024-10-16 14:12:52.999108","2024-10-16 14:12:52.999116","기계공학",13
456,"2024-10-16 14:12:53.000764","2024-10-16 14:12:53.000773","장비유지보수",13
457,"2024-10-16 14:12:53.001670","2024-10-16 14:12:53.001679","전기전자공학",13
458,"2024-10-16 14:12:53.014203","2024-10-16 14:12:53.014212","장애대응",13
459,"2024-10-16 14:12:53.025219","2024-10-16 14:12:53.025231",es6,13
460,"2024-10-16 14:12:53.035708","2024-10-16 14:12:53.035717","산업기능요원",13
461,"2024-10-16 14:12:53.044434","2024-10-16 14:12:53.044442","신뢰성시험",13
462,"2024-10-16 14:12:53.050108","2024-10-16 14:12:53.050116","카메라",13
463,"2024-10-16 14:12:53.055629","2024-10-16 14:12:53.055638","제어",13
464,"2024-10-16 14:12:53.063911","2024-10-16 14:12:53.063920","연구개발",13
465,"2024-10-16 14:12:53.065534","2024-10-16 14:12:53.065543","프로토타이핑",13
466,"2024-10-16 14:12:53.075124","2024-10-16 14:12:53.075133",middleware,13
467,"2024-10-16 14:12:53.097552","2024-10-16 14:12:53.097560","셋업",13
468,"2024-10-16 14:12:53.101707","2024-10-16 14:12:53.101716",SMPS,13
469,"2024-10-16 14:12:53.105603","2024-10-16 14:12:53.105612","펌웨어설계",13
470,"2024-10-16 14:12:53.111252","2024-10-16 14:12:53.111260","모터제어",13
471,"2024-10-16 14:12:53.115067","2024-10-16 14:12:53.115076","인허가업무",13
472,"2024-10-16 14:12:53.116005","2024-10-16 14:12:53.116013",stm32,13
473,"2024-10-16 14:12:53.119404","2024-10-16 14:12:53.119412","리스크관리",13
474,"2024-10-16 14:12:53.120326","2024-10-16 14:12:53.120334","사내교육",13
475,"2024-10-16 14:12:53.122719","2024-10-16 14:12:53.122728","형상관리",13
476,"2024-10-16 14:12:53.127552","2024-10-16 14:12:53.127560",RTL,13
477,"2024-10-16 14:12:53.128471","2024-10-16 14:12:53.128479",verilog,13
478,"2024-10-16 14:12:53.140523","2024-10-16 14:12:53.140532","Context API",13
479,"2024-10-16 14:12:53.165885","2024-10-16 14:12:53.165894","HW 설계",13
480,"2024-10-16 14:12:53.170875","2024-10-16 14:12:53.170884","erp개발",13
481,"2024-10-16 14:12:53.175103","2024-10-16 14:12:53.175111",OS,13
482,"2024-10-16 14:12:53.176009","2024-10-16 14:12:53.176017",VxWorks,13
483,"2024-10-16 14:12:53.192400","2024-10-16 14:12:53.192409",TailwindCSS,13
484,"2024-10-16 14:12:53.198169","2024-10-16 14:12:53.198177",rtos,13
485,"2024-10-16 14:12:53.212209","2024-10-16 14:12:53.212218",orm,13
486,"2024-10-16 14:12:53.213072","2024-10-16 14:12:53.213080",Flask,9
487,"2024-10-16 14:12:53.226638","2024-10-16 14:12:53.226646",UML,13
488,"2024-10-16 14:12:53.227522","2024-10-16 14:12:53.227531",Postgre,13
489,"2024-10-16 14:12:53.230216","2024-10-16 14:12:53.230224","기획",13
490,"2024-10-16 14:12:53.251329","2024-10-16 14:12:53.251338","Amazon DynamoDB",13
491,"2024-10-16 14:12:53.252244","2024-10-16 14:12:53.252253","Amazon Athena",13
492,"2024-10-16 14:12:53.272446","2024-10-16 14:12:53.272455",Gradle,13
493,"2024-10-16 14:12:53.276631","2024-10-16 14:12:53.276640",was,13
494,"2024-10-16 14:12:53.280758","2024-10-16 14:12:53.280767",NoCodeAPI,13
495,"2024-10-16 14:12:53.284940","2024-10-16 14:12:53.284948","Software Engineering",13
496,"2024-10-16 14:12:53.291381","2024-10-16 14:12:53.291389",Tibero,13
497,"2024-10-16 14:12:53.299477","2024-10-16 14:12:53.299485",dba,13
498,"2024-10-16 14:12:53.309172","2024-10-16 14:12:53.309180","SAP Public Cloud",13
499,"2024-10-16 14:12:53.318192","2024-10-16 14:12:53.318200",Dynamodb,13
500,"2024-10-16 14:12:53.319082","2024-10-16 14:12:53.319090",gRPC,13
501,"2024-10-16 14:12:53.319987","2024-10-16 14:12:53.319996"," REST API",13
502,"2024-10-16 14:12:53.326275","2024-10-16 14:12:53.326283",unix,13
503,"2024-10-16 14:12:53.328654","2024-10-16 14:12:53.328662","교육지원",13
504,"2024-10-16 14:12:53.334190","2024-10-16 14:12:53.334198",WPF,13
505,"2024-10-16 14:12:53.340289","2024-10-16 14:12:53.340297",FE,13
506,"2024-10-16 14:12:53.341958","2024-10-16 14:12:53.341966","프로그래밍언어",13
507,"2024-10-16 14:12:53.342881","2024-10-16 14:12:53.342889","데이터구조분석",13
508,"2024-10-16 14:12:53.345786","2024-10-16 14:12:53.345794",Unity,13
509,"2024-10-16 14:12:53.346707","2024-10-16 14:12:53.346715","유니티",13
510,"2024-10-16 14:12:53.363466","2024-10-16 14:12:53.363475","블록체인",13
511,"2024-10-16 14:12:53.373945","2024-10-16 14:12:53.373954",fpga,13
512,"2024-10-16 14:12:53.383432","2024-10-16 14:12:53.383440","api개발",13
513,"2024-10-16 14:12:53.385104","2024-10-16 14:12:53.385112",HTTP,13
514,"2024-10-16 14:12:53.385995","2024-10-16 14:12:53.386003",rest,13
515,"2024-10-16 14:12:53.393018","2024-10-16 14:12:53.393026",Swift,4
516,"2024-10-16 14:12:53.397930","2024-10-16 14:12:53.397939",SM,13
517,"2024-10-16 14:12:53.405200","2024-10-16 14:12:53.405209",CV,13
518,"2024-10-16 14:12:53.406850","2024-10-16 14:12:53.406859","컴퓨터공학",13
519,"2024-10-16 14:12:53.411805","2024-10-16 14:12:53.411814","보안솔루션 운영",13
520,"2024-10-16 14:12:53.412712","2024-10-16 14:12:53.412721","신기술",13
521,"2024-10-16 14:12:53.416959","2024-10-16 14:12:53.416968",pads,13
522,"2024-10-16 14:12:53.418608","2024-10-16 14:12:53.418616","부품구매",13
523,"2024-10-16 14:12:53.425700","2024-10-16 14:12:53.425709","IT Infra",13
524,"2024-10-16 14:12:53.426607","2024-10-16 14:12:53.426616","해외지사관리",13
525,"2024-10-16 14:12:53.427526","2024-10-16 14:12:53.427534",Tomcat,13
526,"2024-10-16 14:12:53.428454","2024-10-16 14:12:53.428462",Apache,13
527,"2024-10-16 14:12:53.443339","2024-10-16 14:12:53.443347",Kernel,13
528,"2024-10-16 14:12:53.444259","2024-10-16 14:12:53.444268","전장설계",13
529,"2024-10-16 14:12:53.445161","2024-10-16 14:12:53.445169",Autosar,13
530,"2024-10-16 14:12:53.446812","2024-10-16 14:12:53.446820","기능안전",13
531,"2024-10-16 14:12:53.450961","2024-10-16 14:12:53.450970","embedded system",13
532,"2024-10-16 14:12:53.469672","2024-10-16 14:12:53.469680","내부통제",13
533,"2024-10-16 14:12:53.471327","2024-10-16 14:12:53.471336","감사대응",13
534,"2024-10-16 14:12:53.472242","2024-10-16 14:12:53.472250","모듈",13
535,"2024-10-16 14:12:53.485169","2024-10-16 14:12:53.485177","조직관리",13
536,"2024-10-16 14:12:53.503495","2024-10-16 14:12:53.503504","report 작성",13
537,"2024-10-16 14:12:53.516870","2024-10-16 14:12:53.516878",confluence,13
538,"2024-10-16 14:12:53.517781","2024-10-16 14:12:53.517789",BitBucket,13
539,"2024-10-16 14:12:53.524068","2024-10-16 14:12:53.524077",Figma,11
540,"2024-10-16 14:12:53.539530","2024-10-16 14:12:53.539538","계측제어",13
541,"2024-10-16 14:12:53.551891","2024-10-16 14:12:53.551900",fullstack,13
542,"2024-10-16 14:12:53.552793","2024-10-16 14:12:53.552801","인터페이스",13
543,"2024-10-16 14:12:53.573058","2024-10-16 14:12:53.573066","제품 설계",13
544,"2024-10-16 14:12:53.573968","2024-10-16 14:12:53.573976","프로젝트 및 팀 관리",13
545,"2024-10-16 14:12:53.574921","2024-10-16 14:12:53.574929","엔지니어링 프로세스 개선",13
546,"2024-10-16 14:12:53.575852","2024-10-16 14:12:53.575860","코드관련 전략 계획",13
547,"2024-10-16 14:12:53.580206","2024-10-16 14:12:53.580214",gps,13
548,"2024-10-16 14:12:53.590292","2024-10-16 14:12:53.590301","SW QA",13
549,"2024-10-16 14:12:53.591205","2024-10-16 14:12:53.591214","안드로이드 개발",13
550,"2024-10-16 14:12:53.592132","2024-10-16 14:12:53.592141","일정관리",13
551,"2024-10-16 14:12:53.593041","2024-10-16 14:12:53.593050",AVN,13
552,"2024-10-16 14:12:53.593949","2024-10-16 14:12:53.593958","문제해결",13
553,"2024-10-16 14:12:53.594867","2024-10-16 14:12:53.594875","자원관리",13
554,"2024-10-16 14:12:53.595791","2024-10-16 14:12:53.595799","임베디드시스템소프트웨어",13
555,"2024-10-16 14:12:53.604830","2024-10-16 14:12:53.604839",GIS,13
556,"2024-10-16 14:12:53.606494","2024-10-16 14:12:53.606502",openlayers,13
557,"2024-10-16 14:12:53.607398","2024-10-16 14:12:53.607407",leaflet,13
558,"2024-10-16 14:12:53.614573","2024-10-16 14:12:53.614581",mybatis,13
559,"2024-10-16 14:12:53.616271","2024-10-16 14:12:53.616280","인사관리시스템",13
560,"2024-10-16 14:12:53.642973","2024-10-16 14:12:53.642982",SPA,13
561,"2024-10-16 14:12:53.651512","2024-10-16 14:12:53.651520",rabbitmq,13
562,"2024-10-16 14:12:53.659070","2024-10-16 14:12:53.659079","손익",13
563,"2024-10-16 14:12:53.668679","2024-10-16 14:12:53.668688",Dockerizing,13
564,"2024-10-16 14:12:53.685655","2024-10-16 14:12:53.685663","소프트웨어 개발",13
565,"2024-10-16 14:12:53.686564","2024-10-16 14:12:53.686572","매니지먼트",13
566,"2024-10-16 14:12:53.687470","2024-10-16 14:12:53.687479",software,13
567,"2024-10-16 14:12:53.689145","2024-10-16 14:12:53.689154","소프트웨어엔지니어",13
568,"2024-10-16 14:12:53.690059","2024-10-16 14:12:53.690068","개발리더",13
569,"2024-10-16 14:12:53.693642","2024-10-16 14:12:53.693650",CSR,13
570,"2024-10-16 14:12:53.696630","2024-10-16 14:12:53.696639",Springboot,13
571,"2024-10-16 14:12:53.698302","2024-10-16 14:12:53.698310",SSR,13
572,"2024-10-16 14:12:53.704114","2024-10-16 14:12:53.704123","홈페이지 운영",13
573,"2024-10-16 14:12:53.711310","2024-10-16 14:12:53.711318","SAP MM",13
574,"2024-10-16 14:12:53.712249","2024-10-16 14:12:53.712258",SD,13
575,"2024-10-16 14:12:53.724240","2024-10-16 14:12:53.724249",slam,13
576,"2024-10-16 14:12:53.737563","2024-10-16 14:12:53.737572",unreal,13
577,"2024-10-16 14:12:53.751031","2024-10-16 14:12:53.751039","테스트엔지니어",13
578,"2024-10-16 14:12:53.751958","2024-10-16 14:12:53.751967","TEST Engineer",13
579,"2024-10-16 14:12:53.765628","2024-10-16 14:12:53.765636","고객사 대응",13
580,"2024-10-16 14:12:53.766553","2024-10-16 14:12:53.766561","프로젝트 PM",13
581,"2024-10-16 14:12:53.770045","2024-10-16 14:12:53.770054","품질관리",13
582,"2024-10-16 14:12:53.771739","2024-10-16 14:12:53.771748","내부감사",13
583,"2024-10-16 14:12:53.772649","2024-10-16 14:12:53.772658","심사대응",13
584,"2024-10-16 14:12:53.773566","2024-10-16 14:12:53.773575",QMS,13
585,"2024-10-16 14:12:53.796521","2024-10-16 14:12:53.796530",grafana,13
586,"2024-10-16 14:12:53.797426","2024-10-16 14:12:53.797434","GitLab CI/CD",13
587,"2024-10-16 14:12:53.808198","2024-10-16 14:12:53.808207",swagger,13
588,"2024-10-16 14:12:53.815379","2024-10-16 14:12:53.815387","sw 개발",13
589,"2024-10-16 14:12:53.823545","2024-10-16 14:12:53.823554","SW개발",13
590,"2024-10-16 14:12:53.827491","2024-10-16 14:12:53.827500","pc제어",13
591,"2024-10-16 14:12:53.830416","2024-10-16 14:12:53.830425","퍼블리싱",13
592,"2024-10-16 14:12:53.840984","2024-10-16 14:12:53.840992","sw test",13
593,"2024-10-16 14:12:53.841892","2024-10-16 14:12:53.841900","품질검증",13
594,"2024-10-16 14:12:53.849151","2024-10-16 14:12:53.849160","컴퓨터비전",13
595,"2024-10-16 14:12:53.850067","2024-10-16 14:12:53.850076","이미지 처리",13
596,"2024-10-16 14:12:53.864993","2024-10-16 14:12:53.865001",lucene,13
597,"2024-10-16 14:12:53.865903","2024-10-16 14:12:53.865911",vector,13
598,"2024-10-16 14:12:53.869591","2024-10-16 14:12:53.869599","품질개선",13
599,"2024-10-16 14:12:53.870508","2024-10-16 14:12:53.870517","소프트웨어테스트",13
600,"2024-10-16 14:12:53.871425","2024-10-16 14:12:53.871433","자동화테스트툴 개발",13
601,"2024-10-16 14:12:53.872343","2024-10-16 14:12:53.872352","테스트케이스 작성",13
602,"2024-10-16 14:12:53.897892","2024-10-16 14:12:53.897901",powershell,13
603,"2024-10-16 14:12:53.903964","2024-10-16 14:12:53.903973",QC,13
604,"2024-10-16 14:12:53.905638","2024-10-16 14:12:53.905646","품질",13
605,"2024-10-16 14:12:53.906542","2024-10-16 14:12:53.906550","생산관리",13
606,"2024-10-16 14:12:53.907441","2024-10-16 14:12:53.907449","품질보증",13
607,"2024-10-16 14:12:53.931861","2024-10-16 14:12:53.931870","자동차",13
608,"2024-10-16 14:12:53.932794","2024-10-16 14:12:53.932803","전자공학",13
609,"2024-10-16 14:12:53.949227","2024-10-16 14:12:53.949235","풀스택 개발",13
610,"2024-10-16 14:12:53.965265","2024-10-16 14:12:53.965274","시각화",13
611,"2024-10-16 14:12:53.972267","2024-10-16 14:12:53.972276","spring security",13
612,"2024-10-16 14:12:53.979323","2024-10-16 14:12:53.979332",Infrastructure,13
613,"2024-10-16 14:12:53.994560","2024-10-16 14:12:53.994569",cuda,13
614,"2024-10-16 14:12:54.001655","2024-10-16 14:12:54.001664","보안관제",13
615,"2024-10-16 14:12:54.003345","2024-10-16 14:12:54.003354",poc,13
616,"2024-10-16 14:12:54.004271","2024-10-16 14:12:54.004280",BMT,13
617,"2024-10-16 14:12:54.010874","2024-10-16 14:12:54.010883",ESM,13
618,"2024-10-16 14:12:54.013270","2024-10-16 14:12:54.013278",vscode,13
619,"2024-10-16 14:12:54.014187","2024-10-16 14:12:54.014196",Prisma,13
620,"2024-10-16 14:12:54.028821","2024-10-16 14:12:54.028830",BOBF,13
621,"2024-10-16 14:12:54.029739","2024-10-16 14:12:54.029748","Web Dynpro",13
622,"2024-10-16 14:12:54.041306","2024-10-16 14:12:54.041315",WAF,13
623,"2024-10-16 14:12:54.042952","2024-10-16 14:12:54.042961",Firewall,7
624,"2024-10-16 14:12:54.078213","2024-10-16 14:12:54.078222","웹 프론트엔드",13
625,"2024-10-16 14:12:54.095485","2024-10-16 14:12:54.095494","센서",13
626,"2024-10-16 14:12:54.104263","2024-10-16 14:12:54.104271",emc,13
627,"2024-10-16 14:12:54.105954","2024-10-16 14:12:54.105963",ORCAD,13
628,"2024-10-16 14:12:54.106876","2024-10-16 14:12:54.106884",EMS,13
629,"2024-10-16 14:12:54.111700","2024-10-16 14:12:54.111708",TA,13
630,"2024-10-16 14:12:54.136493","2024-10-16 14:12:54.136502","Orcale DBMS",13
631,"2024-10-16 14:12:54.140468","2024-10-16 14:12:54.140477","반도체",13
632,"2024-10-16 14:12:54.151675","2024-10-16 14:12:54.151684",pm,13
633,"2024-10-16 14:12:54.169492","2024-10-16 14:12:54.169501","shell script",13
634,"2024-10-16 14:12:54.170400","2024-10-16 14:12:54.170408",ansible,13
635,"2024-10-16 14:12:54.172768","2024-10-16 14:12:54.172777",terraform,13
636,"2024-10-16 14:12:54.174388","2024-10-16 14:12:54.174396",argocd,13
637,"2024-10-16 14:12:54.175294","2024-10-16 14:12:54.175303",Pulumi,13
638,"2024-10-16 14:12:54.180442","2024-10-16 14:12:54.180451","사후관리",13
639,"2024-10-16 14:12:54.190818","2024-10-16 14:12:54.190827",storybook,13
640,"2024-10-16 14:12:54.195869","2024-10-16 14:12:54.195878","알고리즘 설계",13
641,"2024-10-16 14:12:54.202278","2024-10-16 14:12:54.202287","웹표준",13
642,"2024-10-16 14:12:54.207197","2024-10-16 14:12:54.207205","논문",13
643,"2024-10-16 14:12:54.260625","2024-10-16 14:12:54.260633",Windows,4
644,"2024-10-16 14:12:54.261600","2024-10-16 14:12:54.261608",intelij,13
645,"2024-10-16 14:12:54.262522","2024-10-16 14:12:54.262531",visula,13
646,"2024-10-16 14:12:54.265263","2024-10-16 14:12:54.265271",Optimization,13
647,"2024-10-16 14:12:54.272364","2024-10-16 14:12:54.272372","오라클",13
648,"2024-10-16 14:12:54.301605","2024-10-16 14:12:54.301614","서버 개발",13
649,"2024-10-16 14:12:54.302527","2024-10-16 14:12:54.302536","쿼리",13
650,"2024-10-16 14:12:54.303586","2024-10-16 14:12:54.303595",Thread,20
651,"2024-10-16 14:12:54.308524","2024-10-16 14:12:54.308532","자연어",13
652,"2024-10-16 14:12:54.331799","2024-10-16 14:12:54.331807","취약점진단",13
653,"2024-10-16 14:12:54.332723","2024-10-16 14:12:54.332731","보안 컨설팅",13
654,"2024-10-16 14:12:54.333648","2024-10-16 14:12:54.333657","정보보호 관리체계",13
655,"2024-10-16 14:12:54.353237","2024-10-16 14:12:54.353245",CLO,13
656,"2024-10-16 14:12:54.376558","2024-10-16 14:12:54.376566",intelliJ,13
657,"2024-10-16 14:12:54.385607","2024-10-16 14:12:54.385616","java spring 백엔드",13
658,"2024-10-16 14:12:54.393896","2024-10-16 14:12:54.393905","데이터처리",13
